scene_id,im_id,obj_id,score,R,t,time
52,643,11,0.9972911477088928,0.9664869904518127  0.2472819685935974  0.06895241886377335  0.14952410757541656  -0.3239138126373291  -0.9341961741447449  -0.20867520570755005  0.9131985902786255  -0.35003310441970825,-86.16292476654053  17.42020808160305  952.4916410446167,-1
56,24,11,0.9999947547912598,-0.7818412184715271  -0.622662365436554  0.03187442570924759  -0.19486930966377258  0.19548432528972626  -0.9611514210700989  0.5922417640686035  -0.7576792240142822  -0.2741754651069641,44.47367787361145  11.337869800627232  738.3613586425781,-1
58,154,11,0.9999902248382568,-0.991379976272583  -0.11635787785053253  0.06022089719772339  -0.10518509894609451  0.43281131982803345  -0.8953270316123962  0.07811406254768372  -0.8939435482025146  -0.4413195848464966,-60.57868152856827  -6.375483702868223  839.6007418632507,-1
56,604,11,0.9999823570251465,-0.9768502712249756  -0.203827366232872  0.06494534760713577  -0.1263839304447174  0.3049291968345642  -0.9439519643783569  0.17259949445724487  -0.9303078651428223  -0.3236306607723236,119.04150247573853  3.3082717563956976  794.0521836280823,-1
58,1639,11,0.9999957084655762,-0.9867933392524719  -0.160345658659935  -0.02298208698630333  0.044603049755096436  -0.1325751394033432  -0.9901689291000366  0.15572240948677063  -0.9781171679496765  0.13797616958618164,-40.730226784944534  -6.299840286374092  873.6099600791931,-1
56,598,11,0.9999934434890747,-0.9747865200042725  -0.21461039781570435  0.061104729771614075  -0.12146750092506409  0.28063517808914185  -0.9520974159240723  0.18718186020851135  -0.935513973236084  -0.29962754249572754,120.71873992681503  3.0826677102595568  791.1139130592346,-1
52,653,11,0.9995594620704651,0.9614940881729126  0.2665296494960785  0.0670178011059761  0.15891653299331665  -0.340241014957428  -0.9268126487731934  -0.22422084212303162  0.9017750024795532  -0.36949560046195984,-109.0945452451706  14.210241846740246  932.3424696922302,-1
52,886,11,0.7587724924087524,0.9849737286567688  0.07428984344005585  0.15590961277484894  0.17129291594028473  -0.3050517141819  -0.9368042945861816  -0.022034544497728348  0.9494338035583496  -0.3131932318210602,-56.497205048799515  -28.574660420417786  860.4550957679749,-1
52,34,11,0.9915645122528076,0.6503092050552368  0.7437242865562439  0.1548309624195099  0.5408163666725159  -0.3101113438606262  -0.7818881869316101  -0.533494234085083  0.5922040939331055  -0.6038862466812134,17.50848814845085  -10.318306274712086  957.8787684440613,-1
52,121,11,0.9067777991294861,0.7171965837478638  0.6797174215316772  0.15366587042808533  0.4537517726421356  -0.2881327271461487  -0.8432608246803284  -0.5289028882980347  0.6745099425315857  -0.5150708556175232,-67.8185522556305  3.122136229649186  939.2798542976379,-1
52,81,11,0.730025589466095,0.5246535539627075  0.837492048740387  0.1527939736843109  0.5374258756637573  -0.18663419783115387  -0.8223996162414551  -0.6602364778518677  0.5135902166366577  -0.548008143901825,4.784861113876104  -4.325311165302992  951.2029886245728,-1
56,107,11,0.9999980926513672,-0.7867661714553833  -0.6137160062789917  0.0659683421254158  -0.23320378363132477  0.1965925544500351  -0.9523484706878662  0.5715025663375854  -0.7646595239639282  -0.2977932095527649,75.91424137353897  1.8894075183197856  758.1760883331299,-1
52,556,11,0.9985836744308472,0.9309567809104919  0.3465987741947174  0.11484163254499435  0.23238544166088104  -0.31983691453933716  -0.918532133102417  -0.28163155913352966  0.8818013668060303  -0.37829890847206116,-89.55508470535278  -38.33724185824394  892.1020030975342,-1
52,92,11,0.8065348267555237,0.5270583033561707  0.8356011509895325  0.15485553443431854  0.5273114442825317  -0.17866063117980957  -0.8306763172149658  -0.6664475798606873  0.5194719433784485  -0.534786581993103,-11.362593621015549  -6.451308727264404  940.368115901947,-1
58,1113,11,0.9999983310699463,-0.5305039882659912  -0.8473473191261292  0.0238365326076746  -0.27123236656188965  0.14303651452064514  -0.9518265128135681  0.803118109703064  -0.5114129781723022  -0.3057094216346741,-27.782093733549118  -15.214181505143642  880.8695673942566,-1
58,319,11,0.999883770942688,-0.9610922336578369  -0.26786085963249207  0.06747056543827057  -0.1631888747215271  0.3535177707672119  -0.9210834503173828  0.2228701412677765  -0.8962565064430237  -0.38347509503364563,-95.65398097038269  13.751368969678879  849.0838408470154,-1
58,137,11,0.999993085861206,-0.9954541325569153  -0.0729529932141304  0.06122829020023346  -0.0869910940527916  0.4347032308578491  -0.8963624835014343  0.03877619653940201  -0.897614061832428  -0.4390733540058136,-61.4456906914711  3.461865708231926  842.0003056526184,-1
52,574,11,0.9999210834503174,0.9351398348808289  0.3393242359161377  0.10184627771377563  0.22162161767482758  -0.336008220911026  -0.9154139161109924  -0.2764008641242981  0.8786113262176514  -0.3894161880016327,-84.8066508769989  -33.46216306090355  913.215160369873,-1
58,610,11,0.9999864101409912,-0.7645966410636902  -0.6401264071464539  0.07503505796194077  -0.24636229872703552  0.1826971471309662  -0.9518021941184998  0.5955649614334106  -0.7462305426597595  -0.2973926067352295,-9.267258457839489  -33.825673162937164  933.7443113327026,-1
58,1177,11,0.9999988079071045,-0.5779528617858887  -0.8156758546829224  -0.025363298133015633  -0.1373710185289383  0.12787747383117676  -0.9822303056716919  0.8044250011444092  -0.5641987323760986  -0.1859574019908905,-38.68422284722328  -22.70263433456421  866.2553429603577,-1
52,136,11,0.7520647048950195,0.7501776218414307  0.6535512804985046  0.10052062571048737  0.39433372020721436  -0.32014626264572144  -0.8613985180854797  -0.5307868123054504  0.6858405470848083  -0.49788379669189453,-107.00876265764236  -14.861837029457092  961.543619632721,-1
56,567,11,0.9999881982803345,-0.9759151339530945  -0.2141495794057846  0.041588712483644485  -0.1070600375533104  0.30405285954475403  -0.9466203451156616  0.1900731772184372  -0.928273618221283  -0.319656640291214,106.67958110570908  -4.572854842990637  769.080638885498,-1
52,650,11,0.999283492565155,0.9643402695655823  0.2547113597393036  0.07190393656492233  0.15798421204090118  -0.33601510524749756  -0.9285122156143188  -0.212341770529747  0.9067613482475281  -0.36427322030067444,-105.32892495393753  16.90456084907055  936.2705945968628,-1
56,1037,11,0.9884207248687744,-0.9588091373443604  0.2815253734588623  -0.037797942757606506  0.1464168280363083  0.3758043348789215  -0.9150592088699341  -0.24340766668319702  -0.8829013109207153  -0.4015446603298187,73.87754321098328  -28.206661343574524  748.4564781188965,-1
56,1062,11,0.9744365811347961,0.2934618890285492  -0.9559664130210876  -0.0029012919403612614  -0.3182354271411896  -0.09482897818088531  -0.9432570338249207  0.9014468789100647  0.2777332663536072  -0.3320510983467102,109.81708765029907  -28.291266411542892  783.6732268333435,-1
56,1036,11,0.9546252489089966,-0.9546852111816406  0.294672429561615  -0.04176602140069008  0.15348543226718903  0.36723875999450684  -0.9173756837844849  -0.2549872398376465  -0.8822154402732849  -0.3958252966403961,74.62645322084427  -27.16624177992344  750.6279349327087,-1
56,1202,11,0.798455536365509,-0.9291479587554932  0.3686201274394989  0.028342504054307938  0.10106655210256577  0.32699403166770935  -0.9396066665649414  -0.355625718832016  -0.8701691031455994  -0.34108102321624756,109.20009762048721  -34.76657345890999  839.0135765075684,-1
58,444,11,0.9999648332595825,-0.901932954788208  -0.4311908483505249  0.024321431294083595  -0.14768639206886292  0.25501903891563416  -0.9555909633636475  0.40583959221839905  -0.865470826625824  -0.29369109869003296,-33.01239758729935  23.45086634159088  903.5281538963318,-1
58,1051,11,0.9999990463256836,-0.5906996130943298  -0.8057975172996521  0.042002804577350616  -0.1878233104944229  0.08668787032365799  -0.9783698320388794  0.7847269177436829  -0.5858117341995239  -0.20255407691001892,-0.18417410319671035  13.006550259888172  908.1648588180542,-1
58,1614,11,0.999988317489624,-0.9909704923629761  -0.11984004825353622  -0.06013186275959015  0.0729505866765976  -0.1056198924779892  -0.9917271137237549  0.11249750852584839  -0.9871589541435242  0.11340858042240143,-47.64947667717934  -5.006091669201851  870.3274726867676,-1
52,820,11,0.769118070602417,0.5118312835693359  0.858013927936554  0.04290373623371124  -0.1652311086654663  0.1473282426595688  -0.9751886129379272  -0.8430464863777161  0.49204307794570923  0.21717776358127594,-88.26640993356705  -50.4709891974926  924.827516078949,-1
56,596,11,0.9999673366546631,-0.9798855185508728  -0.19199268519878387  0.054435811936855316  -0.1133122444152832  0.3107471764087677  -0.9437143206596375  0.16427044570446014  -0.9309002161026001  -0.326251745223999,116.52141064405441  5.507949739694595  782.9501032829285,-1
52,169,11,0.958989679813385,0.7733352184295654  0.629487156867981  0.07548893988132477  0.3642962574958801  -0.34374961256980896  -0.8655197620391846  -0.5188843011856079  0.696837306022644  -0.4951534569263458,-84.49254184961319  -58.581139892339706  968.366801738739,-1
52,688,11,0.999582827091217,0.9260395765304565  0.35533270239830017  0.12723788619041443  0.260219007730484  -0.35690397024154663  -0.8971652984619141  -0.27338045835494995  0.863920271396637  -0.4229714870452881,-48.442721366882324  0.35788919194601476  871.811032295227,-1
58,1511,11,0.9999754428863525,-0.9940062165260315  -0.10526943951845169  -0.02949489653110504  0.030317429453134537  -0.006221592426300049  -0.999521017074585  0.10503551363945007  -0.9944242835044861  0.009375810623168945,-51.49396136403084  -36.58655658364296  828.3692002296448,-1
58,77,11,0.99994957447052,-0.9974677562713623  0.05785034969449043  0.04136862978339195  -0.012771490961313248  0.4265174865722656  -0.9043891429901123  -0.06996367871761322  -0.9026273488998413  -0.4246986508369446,-58.254364877939224  16.804208979010582  822.1714496612549,-1
58,519,11,0.9999213218688965,-0.9024276733398438  -0.4275830090045929  0.05288894101977348  -0.1541253626346588  0.20575091242790222  -0.9663912057876587  0.4023304879665375  -0.8802497982978821  -0.25157666206359863,-53.280480206012726  14.632278122007847  900.3005623817444,-1
56,575,11,0.9999628067016602,-0.9521739482879639  -0.3001607060432434  0.057172052562236786  -0.12755464017391205  0.2204400599002838  -0.9670244455337524  0.2776596248149872  -0.9280679225921631  -0.24818412959575653,116.34889245033264  1.4783566584810615  772.991955280304,-1
52,97,11,0.6074989438056946,0.631147563457489  0.7621533274650574  0.14413540065288544  0.4893932640552521  -0.2471105307340622  -0.8363196849822998  -0.6017864346504211  0.5983800888061523  -0.5289559364318848,-24.285707622766495  2.146100392565131  949.7695565223694,-1
56,53,11,0.9999969005584717,-0.7750788927078247  -0.6294794082641602  0.054850172251462936  -0.22656598687171936  0.19583432376384735  -0.9541052579879761  0.5898480415344238  -0.7519340515136719  -0.29440563917160034,60.84885075688362  12.997860088944435  749.0729093551636,-1
56,628,11,0.9998778104782104,-0.9861629605293274  -0.15429478883743286  0.06062809377908707  -0.10920208692550659  0.32944542169570923  -0.9378384351730347  0.12472987920045853  -0.931482195854187  -0.34173619747161865,100.3211960196495  -6.165186874568462  801.3287782669067,-1
58,670,11,0.9999949932098389,-0.6682915687561035  -0.7404045462608337  0.07202524691820145  -0.25446653366088867  0.13654880225658417  -0.9573929309844971  0.6990231275558472  -0.658145546913147  -0.279662549495697,-35.11457145214081  -31.06224350631237  930.1099181175232,-1
58,1146,11,0.999997615814209,-0.5078198909759521  -0.8612498044967651  -0.019174745306372643  -0.23833905160427094  0.16185204684734344  -0.9576003551483154  0.8278365731239319  -0.48171839118003845  -0.28746113181114197,-33.06123614311218  -20.337963476777077  871.2422251701355,-1
56,1047,11,0.9511634111404419,-0.9562336802482605  0.29165932536125183  -0.02349749207496643  0.12701982259750366  0.3414176404476166  -0.9312893748283386  -0.2635968029499054  -0.89351487159729  -0.3635215163230896,82.86109566688538  -21.16069197654724  748.0881214141846,-1
56,559,11,0.9999772310256958,-0.976054310798645  -0.213814377784729  0.0400179885327816  -0.10600544512271881  0.3068881630897522  -0.9458236694335938  0.18994967639446259  -0.9274173974990845  -0.3222050070762634,97.16498851776123  0.09257449710275978  765.8219933509827,-1
58,1167,11,0.9999994039535522,-0.5539594888687134  -0.8321067690849304  -0.026967763900756836  -0.2017025351524353  0.1655658334493637  -0.9653517007827759  0.8077406287193298  -0.5293263792991638  -0.25955480337142944,-31.214451417326927  -18.76874268054962  880.5928230285645,-1
56,498,11,0.9999706745147705,-0.9767646789550781  -0.2134280800819397  0.019476696848869324  -0.08756715804338455  0.31449902057647705  -0.9452101588249207  0.19560901820659637  -0.9249534606933594  -0.32588082551956177,60.857657343149185  -2.0990497432649136  755.8813691139221,-1
56,522,11,0.9999372959136963,-0.9750726222991943  -0.22075313329696655  0.022394351661205292  -0.09099560976028442  0.3057863116264343  -0.9477418661117554  0.2023690640926361  -0.9261549711227417  -0.3182514011859894,60.14268472790718  -7.5373114086687565  746.8246221542358,-1
56,1048,11,0.9964519739151001,-0.9556406736373901  0.29429325461387634  -0.011941210366785526  0.11492786556482315  0.3352561593055725  -0.9350908994674683  -0.27118754386901855  -0.8949832320213318  -0.3542068600654602,83.95940065383911  -19.522061571478844  748.3586668968201,-1
56,1,11,0.9999873638153076,-0.7245169281959534  -0.6889290809631348  0.02125677838921547  -0.22876736521720886  0.2112639844417572  -0.9502804279327393  0.6501851677894592  -0.6933571696281433  -0.31066882610321045,36.394596099853516  6.7746308632195  732.7384948730469,-1
56,1108,11,0.9623525738716125,-0.9168660044670105  0.3991944193840027  0.0008430210873484612  0.14967428147792816  0.3457266390323639  -0.9263210296630859  -0.37007367610931396  -0.8491860628128052  -0.37673407793045044,114.2711490392685  -28.207844123244286  793.1882739067078,-1
56,563,11,0.9999423027038574,-0.9155499339103699  -0.4018626809120178  0.016576547175645828  -0.1406281590461731  0.28123125433921814  -0.9492801427841187  0.37681835889816284  -0.8714444637298584  -0.31399446725845337,102.8096079826355  -2.7413005009293556  777.8379917144775,-1
52,656,11,0.9996747970581055,0.958299458026886  0.27645066380500793  0.07236802577972412  0.17150385677814484  -0.35381656885147095  -0.9194564819335938  -0.2285793274641037  0.8935260772705078  -0.3864746391773224,-100.35721957683563  4.465639591217041  920.0431704521179,-1
56,1158,11,0.9908774495124817,-0.9653555750846863  0.2582336366176605  0.037472181022167206  0.05006517842411995  0.324236661195755  -0.9446502923965454  -0.25609031319618225  -0.9100472927093506  -0.3259321451187134,108.4500402212143  -35.2446548640728  816.6154026985168,-1
58,86,11,0.9999957084655762,-0.9984644651412964  0.028453368693590164  0.047531116753816605  -0.03233063593506813  0.3974262475967407  -0.9170644879341125  -0.044983673840761185  -0.9171930551528931  -0.3958960473537445,-61.6966150701046  15.80834574997425  824.7699737548828,-1
